PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PZ1,CeTD_PZ2,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SA,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_0_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_0_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_0_p_SA1,CeTD_0_p_HB2,CeTD_0_p_VW2,CeTD_0_p_PO2,CeTD_0_p_PZ2,CeTD_0_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_0_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_0_p_PZ3,CeTD_0_p_CH3,CeTD_0_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
0.222,0.0,0.778,0.278,0.5,0.5,0.0,0.0,0.611,0.222,0.278,0.278,0.0,0.722,0.111,0.167,0.5,0.056,0.278,0.444,0.556,0.311,-0.888,-0.819,-0.178,0.604,22.22,55.56,22.22,55.56,22.22,22.22,55.56,22.22,0,3,1,3,4,2,1,2,1,2,3,2,1,1,3,1,0,1,1,1,0,4,0,9,0,0,0,8,2,3,1,0,0,3,0,0,4,2,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.457,0.022,0.522,0.065,0.457,0.457,0.109,0.0,0.413,0.565,0.174,0.043,0.0,0.761,0.043,0.196,0.348,0.587,0.152,0.348,0.5,1.271,-0.566,-0.853,0.501,0.646,50.0,50.0,0.0,50.0,4.35,45.65,39.13,15.22,12,10,0,11,12,0,0,0,0,1,10,2,0,0,8,1,11,0,3,5,11,9,0,13,1,0,0,24,2,8,2,0,0,8,0,1,8,6,2,5,5,2,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,1,1.33,0.0,0.0,1.0,0.0,1.5,0.0,0.0,2.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.069,0.034,0.897,0.069,0.828,0.724,0.103,0.034,0.793,0.172,0.172,0.069,0.069,0.621,0.172,0.207,0.655,0.172,0.241,0.31,0.517,-1.253,-1.222,-0.326,-0.205,0.577,10.34,44.83,44.83,44.83,37.93,17.24,34.48,48.28,1,0,1,2,5,6,0,7,6,5,3,5,4,1,2,2,1,5,3,3,1,1,0,24,1,0,0,10,3,4,3,0,2,4,2,0,13,2,4,1,0,4,0,3,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1.33,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.235,0.0,0.765,0.059,0.706,0.676,0.088,0.029,0.676,0.324,0.088,0.029,0.0,0.735,0.118,0.147,0.618,0.265,0.147,0.294,0.441,-0.694,-0.719,-0.733,0.232,0.706,23.53,41.18,35.29,38.24,35.29,26.47,29.41,44.12,4,2,2,4,5,5,0,6,5,5,3,6,6,0,1,1,6,8,0,2,4,3,0,23,0,0,0,17,4,4,3,0,0,4,0,1,16,2,2,2,2,2,2,1,0,2,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6,1.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.353,0.0,0.647,0.059,0.588,0.559,0.088,0.029,0.559,0.441,0.088,0.029,0.0,0.765,0.088,0.147,0.5,0.294,0.176,0.235,0.382,-0.12,-0.263,-0.946,0.562,0.599,32.35,38.24,29.41,32.35,29.41,38.24,23.53,38.24,7,3,1,4,4,5,0,5,4,5,2,5,5,0,1,0,11,7,0,1,7,3,0,20,0,0,0,19,3,4,2,0,0,4,0,1,13,1,2,1,3,2,3,1,0,2,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,1.33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.86,0.0,0.0,1.0,1.0,2.5,1.0,0.0,1.0,1.0,0.0
0.353,0.0,0.647,0.059,0.588,0.559,0.088,0.029,0.559,0.441,0.088,0.029,0.0,0.765,0.088,0.147,0.5,0.118,0.176,0.235,0.382,0.097,0.021,-1.124,0.65,0.514,32.35,38.24,29.41,32.35,29.41,38.24,23.53,38.24,7,3,1,4,4,5,0,5,4,5,2,5,5,0,1,0,11,7,0,1,7,3,0,20,0,0,0,19,3,4,2,0,0,4,0,1,13,1,2,1,3,2,3,1,0,2,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,1.33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.86,0.0,0.0,1.0,1.0,3.4,1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,0.167,0.0,1.0,0.167,0.0,0.0,0.0,0.667,0.167,0.167,0.833,0.167,0.167,0.333,0.667,-2.055,-1.602,-0.247,-0.312,1.043,0.0,50.0,50.0,50.0,50.0,0.0,33.33,66.67,0,0,0,0,3,2,0,2,4,2,0,2,4,0,0,0,0,6,0,0,0,0,0,11,0,0,0,5,1,2,2,0,0,0,1,0,8,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.04,0.16,0.8,0.12,0.64,0.52,0.08,0.12,0.6,0.16,0.32,0.12,0.0,0.44,0.24,0.32,0.56,0.32,0.2,0.28,0.52,-0.549,-0.554,0.056,-0.646,0.359,24.0,36.0,40.0,40.0,44.0,16.0,32.0,52.0,2,1,2,1,4,4,3,3,4,5,1,2,5,3,3,1,0,7,3,2,0,0,1,17,2,0,1,6,3,1,1,1,4,3,2,3,7,3,4,3,0,3,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1.67,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.333,0.0,0.667,0.0,0.667,0.429,0.0,0.238,0.667,0.333,0.0,0.0,0.0,0.762,0.238,0.0,0.667,0.333,0.0,0.429,0.429,-0.172,0.24,-0.432,1.256,0.282,33.33,42.86,23.81,42.86,0.0,57.14,42.86,0.0,2,2,3,4,2,2,1,4,0,0,6,0,0,0,6,0,6,0,0,0,2,5,0,8,0,0,0,10,5,0,5,0,0,0,0,0,8,5,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.091,0.091,0.818,0.091,0.727,0.455,0.0,0.273,0.636,0.091,0.273,0.0,0.0,0.545,0.364,0.091,0.727,0.273,0.0,0.364,0.364,-0.628,-0.116,-0.123,0.223,0.064,27.27,36.36,36.36,36.36,27.27,36.36,36.36,27.27,2,0,1,0,2,2,1,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,0,6,1,0,0,3,2,1,2,1,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.67,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
0.077,0.0,0.923,0.077,0.846,0.846,0.0,0.077,0.846,0.077,0.0,0.0,0.0,0.923,0.077,0.0,0.846,0.077,0.077,0.769,0.769,-0.164,-1.628,0.188,-0.045,0.975,7.69,84.62,7.69,76.92,7.69,15.38,76.92,7.69,0,1,0,1,8,1,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,1,0,10,0,0,0,10,1,0,1,0,0,0,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.167,0.0,0.833,0.083,0.75,0.583,0.0,0.25,0.667,0.167,0.083,0.0,0.0,0.667,0.25,0.083,0.75,0.083,0.083,0.333,0.333,-1.282,-0.267,-0.518,0.342,0.208,16.67,41.67,41.67,33.33,25.0,41.67,33.33,25.0,0,0,2,1,3,1,1,1,2,0,2,1,1,1,0,2,2,1,1,2,0,2,0,7,0,0,0,5,2,1,1,1,0,1,0,0,5,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.077,0.0,0.923,0.231,0.615,0.462,0.077,0.154,0.615,0.231,0.308,0.077,0.154,0.231,0.385,0.385,0.692,0.231,0.154,0.538,0.769,0.309,-0.898,0.781,0.314,-0.517,15.38,53.85,30.77,63.64,9.09,27.27,46.15,30.77,0,1,0,2,2,3,0,3,1,1,3,1,0,0,2,0,0,0,1,1,0,0,0,11,0,0,0,0,1,1,1,2,2,1,2,2,6,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.091,0.091,0.818,0.182,0.636,0.455,0.0,0.182,0.636,0.091,0.273,0.0,0.091,0.545,0.364,0.091,0.727,0.273,0.0,0.455,0.455,-0.155,-0.626,0.161,-0.074,-0.033,27.27,36.36,36.36,40.0,30.0,30.0,36.36,36.36,2,0,1,0,1,3,1,2,0,1,1,0,1,2,1,1,0,1,2,1,0,1,0,6,1,0,0,2,3,1,3,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16,0.12,0.72,0.16,0.56,0.52,0.04,0.04,0.52,0.2,0.32,0.0,0.16,0.32,0.32,0.36,0.68,0.16,0.04,0.52,0.76,1.026,-1.131,0.358,-0.186,-0.165,28.0,40.0,32.0,61.9,14.29,23.81,48.0,32.0,2,3,2,2,4,3,3,2,3,2,3,1,1,1,4,0,1,2,3,1,1,3,0,12,3,1,0,4,2,2,2,3,3,1,3,4,11,5,1,5,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1.5,1.0,1.0,0.0,1.0,3.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0
0.135,0.027,0.838,0.243,0.514,0.459,0.027,0.054,0.568,0.243,0.324,0.189,0.054,0.324,0.351,0.324,0.541,0.189,0.243,0.351,0.73,0.334,-1.06,-0.126,-0.356,-0.047,21.62,45.95,32.43,48.57,31.43,20.0,43.24,37.84,2,3,3,4,8,5,2,5,4,4,4,5,4,2,2,3,1,6,2,3,0,4,0,26,1,0,0,5,3,4,3,5,4,3,5,4,12,2,5,4,2,3,4,2,0,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,2,1.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,1.0,1.67,0.0,1.67,1.0,0.0,1.0,1.0,1.0,1.4,0.0,0.0
0.111,0.222,0.667,0.222,0.444,0.222,0.0,0.222,0.556,0.111,0.389,0.111,0.056,0.611,0.333,0.056,0.5,0.333,0.111,0.222,0.278,-0.078,0.363,-0.171,-0.197,-0.205,38.89,22.22,38.89,23.53,41.18,35.29,22.22,44.44,1,1,5,2,0,1,4,2,1,3,0,2,3,2,1,1,4,4,2,1,0,2,0,5,4,0,0,5,4,1,4,2,0,1,0,0,3,4,1,5,1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.104,0.06,0.836,0.313,0.478,0.478,0.09,0.045,0.522,0.239,0.313,0.09,0.119,0.388,0.284,0.328,0.507,0.284,0.269,0.388,0.642,0.325,-0.861,0.334,-0.298,-0.007,22.39,47.76,29.85,47.46,35.59,16.95,32.84,52.24,3,8,4,7,15,10,5,8,6,12,5,10,7,4,6,2,1,19,6,4,0,2,2,52,2,0,0,9,9,8,8,4,6,8,6,8,17,10,6,6,6,10,2,6,0,3,0,0,5,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,0,6,0,4,0,0,0,0,4,1.0,1.25,1.0,1.0,0.0,1.29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,0.0,1.0
0.077,0.0,0.923,0.231,0.615,0.385,0.0,0.231,0.615,0.154,0.308,0.077,0.154,0.231,0.462,0.308,0.769,0.154,0.077,0.538,0.692,0.112,-0.77,0.721,0.302,-0.718,15.38,46.15,38.46,54.55,9.09,36.36,46.15,23.08,0,1,0,2,1,3,0,3,2,1,4,1,0,0,3,0,0,0,1,1,0,0,0,11,0,0,0,0,2,0,1,3,2,1,1,2,8,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.094,0.075,0.83,0.283,0.509,0.434,0.038,0.094,0.547,0.17,0.358,0.113,0.151,0.264,0.415,0.321,0.623,0.189,0.208,0.472,0.736,0.485,-1.217,0.554,-0.349,-0.361,16.98,47.17,35.85,51.11,26.67,22.22,39.62,41.51,0,3,6,5,11,8,4,10,5,7,3,7,3,2,3,2,5,8,6,5,0,3,0,38,4,0,0,1,9,4,7,6,9,5,7,4,17,8,8,8,1,7,1,2,0,2,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,2,1.0,1.25,1.0,1.0,1.0,1.22,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.077,0.0,0.923,0.231,0.615,0.462,0.077,0.154,0.615,0.231,0.308,0.077,0.154,0.231,0.385,0.385,0.692,0.231,0.154,0.538,0.769,0.32,-1.052,0.817,0.091,-0.442,15.38,53.85,30.77,63.64,9.09,27.27,46.15,30.77,0,1,0,2,3,2,0,2,2,1,3,1,0,0,2,0,0,0,1,2,0,0,0,11,0,0,0,0,1,1,0,3,2,2,1,2,6,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.077,0.0,0.923,0.231,0.615,0.385,0.077,0.231,0.692,0.231,0.231,0.077,0.154,0.231,0.462,0.308,0.692,0.231,0.154,0.462,0.692,-0.173,-0.437,0.835,0.418,-0.535,15.38,46.15,38.46,54.55,9.09,36.36,38.46,30.77,0,1,0,2,1,3,0,3,2,1,4,1,0,0,3,0,0,0,2,2,0,0,0,11,0,0,0,0,1,1,1,3,2,1,2,1,6,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.077,0.0,0.923,0.231,0.692,0.462,0.077,0.231,0.692,0.154,0.308,0.077,0.154,0.231,0.462,0.308,0.769,0.154,0.154,0.538,0.692,-0.25,-0.874,0.782,0.444,-0.441,7.69,53.85,38.46,63.64,0.0,36.36,46.15,23.08,0,0,0,1,3,3,0,3,2,0,4,0,0,0,3,0,0,0,2,2,0,0,0,11,0,0,0,0,2,0,0,3,3,2,1,1,7,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.154,0.077,0.769,0.231,0.538,0.385,0.077,0.231,0.462,0.231,0.308,0.0,0.154,0.308,0.385,0.308,0.615,0.308,0.154,0.462,0.538,0.229,-0.555,0.61,0.186,-0.496,23.08,46.15,30.77,45.45,9.09,45.45,30.77,30.77,1,1,0,2,1,3,0,3,1,0,4,0,0,1,3,1,0,0,3,3,0,0,1,8,0,0,0,1,2,0,0,2,3,2,1,1,5,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.077,0.0,0.923,0.154,0.692,0.462,0.077,0.231,0.615,0.231,0.231,0.0,0.154,0.231,0.385,0.385,0.769,0.231,0.077,0.538,0.692,-0.073,-0.582,0.948,0.468,-0.534,15.38,46.15,38.46,54.55,9.09,36.36,38.46,30.77,0,1,0,2,1,3,0,3,2,1,4,1,0,0,3,0,0,0,2,2,0,0,0,11,0,0,0,0,2,0,0,2,3,2,1,2,7,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.077,0.0,0.923,0.231,0.615,0.385,0.077,0.231,0.538,0.231,0.308,0.0,0.154,0.231,0.385,0.385,0.692,0.308,0.077,0.462,0.615,0.043,-0.365,0.792,0.375,-0.583,23.08,38.46,38.46,45.45,18.18,36.36,30.77,38.46,1,0,1,2,1,2,0,3,2,1,3,0,1,1,3,0,0,1,3,2,0,0,0,11,0,0,0,0,2,0,0,2,3,2,1,2,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.077,0.0,0.923,0.231,0.615,0.462,0.077,0.154,0.615,0.231,0.308,0.077,0.154,0.231,0.385,0.385,0.692,0.231,0.154,0.538,0.769,0.32,-1.052,0.817,0.091,-0.442,15.38,53.85,30.77,63.64,9.09,27.27,46.15,30.77,0,1,0,2,2,3,0,3,1,1,3,1,0,0,2,0,0,0,2,1,0,0,0,11,0,0,0,0,2,0,1,1,3,1,2,2,6,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.077,0.0,0.923,0.231,0.615,0.385,0.077,0.231,0.615,0.231,0.308,0.077,0.154,0.154,0.462,0.385,0.692,0.231,0.154,0.462,0.692,-0.034,-0.571,0.816,0.366,-0.665,15.38,46.15,38.46,54.55,9.09,36.36,38.46,30.77,0,1,0,2,1,3,0,3,2,1,4,1,0,0,3,0,0,0,2,2,0,0,0,11,0,0,0,0,1,0,0,3,3,1,2,2,6,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.098,0.078,0.824,0.294,0.51,0.451,0.098,0.098,0.608,0.216,0.275,0.098,0.157,0.333,0.373,0.294,0.569,0.235,0.275,0.431,0.686,0.142,-0.903,0.658,-0.214,-0.146,15.69,49.02,35.29,51.16,25.58,23.26,33.33,47.06,0,5,3,7,8,9,1,11,6,8,5,9,1,1,4,2,4,11,5,4,0,3,0,36,4,0,0,3,7,7,8,8,3,5,4,5,16,4,9,5,3,7,4,2,0,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,3,1.0,1.25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.121,0.03,0.848,0.333,0.455,0.455,0.061,0.061,0.545,0.242,0.212,0.0,0.182,0.364,0.394,0.242,0.576,0.273,0.152,0.333,0.606,0.1,-0.73,0.218,-0.182,-0.337,27.27,30.3,42.42,29.63,48.15,22.22,18.18,63.64,2,3,4,3,2,5,4,4,5,4,2,2,7,3,3,2,1,14,4,2,0,3,0,24,1,0,0,3,6,3,5,4,3,3,3,2,9,6,3,5,2,4,1,0,0,2,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1.0,1.33,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.091,0.091,0.818,0.182,0.636,0.455,0.0,0.182,0.545,0.091,0.364,0.0,0.091,0.455,0.364,0.182,0.727,0.273,0.0,0.455,0.455,0.009,-0.785,0.139,-0.135,-0.185,27.27,36.36,36.36,40.0,30.0,30.0,36.36,36.36,2,0,1,0,1,3,1,2,0,1,1,0,1,2,1,1,0,1,2,1,0,1,0,6,1,0,0,2,2,1,2,0,1,0,2,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.192,0.0,0.808,0.423,0.346,0.269,0.0,0.154,0.423,0.231,0.269,0.077,0.231,0.346,0.423,0.231,0.5,0.077,0.308,0.462,0.577,0.732,-0.483,0.466,0.289,-0.739,19.23,50.0,30.77,38.1,14.29,47.62,30.77,30.77,1,2,2,2,4,6,2,6,0,2,5,2,0,1,4,1,4,1,4,3,1,2,0,20,0,0,0,4,3,2,3,5,2,1,3,2,4,4,5,2,2,6,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0,0.0,1.0
0.167,0.028,0.806,0.417,0.361,0.222,0.0,0.167,0.528,0.194,0.278,0.111,0.167,0.389,0.444,0.167,0.528,0.194,0.167,0.389,0.528,0.444,-0.118,0.244,0.043,-0.369,30.56,30.56,38.89,33.33,26.67,40.0,27.78,38.89,2,6,3,2,2,6,7,2,5,5,3,2,0,6,6,3,3,4,7,4,1,4,0,25,1,1,0,5,5,4,6,8,2,2,3,0,8,8,2,6,3,4,1,1,0,2,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
0.094,0.0,0.906,0.594,0.281,0.188,0.0,0.219,0.375,0.125,0.375,0.125,0.188,0.281,0.469,0.25,0.469,0.219,0.25,0.438,0.469,0.351,-0.083,0.42,-0.111,-0.642,28.12,37.5,34.38,30.77,30.77,38.46,25.0,43.75,1,5,2,3,3,6,5,3,3,4,3,3,2,2,3,2,5,7,3,3,0,3,0,25,0,0,0,1,5,2,6,5,4,1,5,2,6,5,4,4,3,4,3,1,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0
