AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
7.69,0.0,0.0,0.0,7.69,0.0,3.85,3.85,26.92,15.38,0.0,0.0,0.0,0.0,0.0,15.38,11.54,3.85,3.85,0.0
3.85,0.0,0.0,0.0,7.69,0.0,3.85,3.85,26.92,19.23,0.0,0.0,0.0,0.0,0.0,15.38,11.54,3.85,3.85,0.0
0.0,0.0,0.0,0.0,7.69,0.0,3.85,3.85,26.92,23.08,0.0,0.0,0.0,0.0,0.0,15.38,11.54,3.85,3.85,0.0
12.5,6.25,3.12,0.0,0.0,12.5,0.0,9.38,15.62,12.5,0.0,3.12,0.0,3.12,0.0,6.25,6.25,9.38,0.0,0.0
0.0,0.0,0.0,0.0,0.0,12.5,3.12,3.12,25.0,28.12,0.0,3.12,3.12,3.12,0.0,0.0,3.12,3.12,3.12,9.38
8.33,0.0,0.0,0.0,8.33,8.33,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,8.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,0.0,0.0,16.67,0.0,25.0,0.0,0.0,0.0,33.33,0.0
9.09,0.0,0.0,0.0,13.64,13.64,0.0,9.09,40.91,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0
0.0,22.22,0.0,0.0,5.56,16.67,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,33.33,0.0,0.0,11.11,0.0,5.56
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0
33.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,8.33,16.67,0.0,0.0,8.33
8.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,16.67,8.33
8.33,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,16.67,0.0
8.33,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,8.33,8.33
8.33,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,16.67,8.33
8.33,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,16.67,8.33
8.33,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,0.0,0.0,8.33,0.0,16.67,0.0,0.0,0.0,16.67,8.33
0.0,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,16.67,8.33
3.45,20.69,0.0,3.45,0.0,17.24,0.0,3.45,0.0,3.45,0.0,6.9,10.34,0.0,3.45,6.9,13.79,3.45,3.45,0.0
0.0,20.0,3.33,3.33,3.33,16.67,0.0,0.0,0.0,3.33,0.0,6.67,13.33,0.0,3.33,0.0,16.67,6.67,3.33,0.0
0.0,20.0,3.33,10.0,3.33,13.33,0.0,3.33,10.0,3.33,0.0,3.33,6.67,3.33,0.0,6.67,3.33,3.33,3.33,3.33
6.67,20.0,0.0,3.33,3.33,10.0,0.0,13.33,6.67,0.0,0.0,3.33,6.67,0.0,3.33,10.0,3.33,6.67,0.0,3.33
3.33,20.0,0.0,3.33,3.33,13.33,0.0,13.33,6.67,0.0,0.0,3.33,6.67,0.0,3.33,10.0,3.33,6.67,0.0,3.33
0.0,20.69,3.45,3.45,0.0,10.34,0.0,3.45,3.45,6.9,3.45,3.45,10.34,0.0,0.0,6.9,13.79,3.45,3.45,3.45
3.23,19.35,0.0,3.23,3.23,9.68,0.0,12.9,9.68,0.0,0.0,3.23,6.45,0.0,0.0,16.13,0.0,9.68,0.0,3.23
3.33,20.0,0.0,3.33,3.33,10.0,0.0,10.0,6.67,3.33,0.0,3.33,6.67,0.0,3.33,13.33,3.33,6.67,0.0,3.33
0.0,20.0,0.0,3.33,3.33,10.0,0.0,13.33,3.33,0.0,0.0,3.33,6.67,0.0,3.33,20.0,0.0,10.0,0.0,3.33
3.23,19.35,0.0,3.23,3.23,9.68,0.0,12.9,6.45,0.0,0.0,6.45,6.45,0.0,0.0,16.13,0.0,9.68,0.0,3.23
3.23,19.35,0.0,3.23,3.23,9.68,0.0,16.13,6.45,0.0,0.0,3.23,6.45,0.0,0.0,19.35,0.0,6.45,0.0,3.23
3.23,19.35,0.0,3.23,3.23,9.68,0.0,16.13,6.45,0.0,0.0,6.45,6.45,0.0,0.0,16.13,0.0,6.45,0.0,3.23
0.0,20.69,0.0,3.45,0.0,20.69,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,3.45,13.79,10.34,3.45,0.0
3.45,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,3.45,13.79,10.34,3.45,0.0
15.38,0.0,3.85,0.0,11.54,15.38,11.54,15.38,11.54,0.0,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,3.85,0.0
10.53,0.0,0.0,0.0,15.79,21.05,15.79,0.0,0.0,15.79,0.0,5.26,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26
5.26,0.0,0.0,0.0,15.79,10.53,15.79,5.26,10.53,10.53,0.0,0.0,5.26,0.0,10.53,0.0,0.0,10.53,0.0,0.0
8.33,0.0,0.0,0.0,8.33,20.83,16.67,16.67,4.17,8.33,4.17,4.17,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,20.83,29.17,8.33,4.17,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,4.17,0.0
0.0,0.0,0.0,0.0,9.52,23.81,14.29,4.76,9.52,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0
8.33,0.0,4.17,4.17,0.0,29.17,4.17,16.67,8.33,12.5,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,4.17,0.0
7.69,0.0,3.85,0.0,0.0,19.23,3.85,11.54,15.38,11.54,0.0,0.0,0.0,0.0,19.23,0.0,0.0,3.85,3.85,0.0
16.0,0.0,0.0,0.0,4.0,16.0,20.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0
8.0,0.0,4.0,0.0,4.0,16.0,4.0,0.0,20.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,12.0,8.0,4.0
5.56,0.0,0.0,5.56,11.11,11.11,5.56,0.0,16.67,5.56,0.0,0.0,0.0,5.56,11.11,5.56,5.56,0.0,11.11,0.0
17.39,0.0,0.0,0.0,0.0,17.39,4.35,4.35,21.74,13.04,0.0,0.0,0.0,4.35,4.35,4.35,0.0,0.0,8.7,0.0
8.0,0.0,4.0,0.0,4.0,16.0,4.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,12.0,4.0,4.0
8.7,0.0,0.0,4.35,0.0,8.7,4.35,0.0,21.74,21.74,0.0,0.0,0.0,0.0,4.35,0.0,8.7,8.7,4.35,4.35
9.52,0.0,4.76,4.76,4.76,14.29,0.0,14.29,4.76,4.76,4.76,9.52,0.0,0.0,4.76,14.29,4.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.38,3.12,0.0,25.0,28.12,3.12,0.0,12.5,0.0,3.12,3.12,3.12,3.12,6.25,0.0
3.03,6.06,3.03,3.03,3.03,21.21,0.0,0.0,15.15,18.18,0.0,3.03,0.0,3.03,0.0,6.06,0.0,15.15,0.0,0.0
0.0,6.67,0.0,0.0,0.0,20.0,0.0,6.67,0.0,20.0,0.0,0.0,6.67,0.0,6.67,13.33,0.0,13.33,0.0,6.67
0.0,0.0,0.0,0.0,0.0,4.76,0.0,57.14,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,4.0,12.0,8.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,8.0,4.0
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.0
38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0
47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0
45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0
47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0
9.09,0.0,0.0,3.03,9.09,12.12,0.0,9.09,6.06,15.15,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
0.0,0.0,3.03,0.0,3.03,9.09,0.0,3.03,30.3,36.36,0.0,3.03,0.0,3.03,9.09,0.0,0.0,0.0,0.0,0.0
15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0,23.08,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,23.08,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,23.08,0.0,0.0,7.69,0.0,0.0
7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,30.77,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,25.0,25.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.67,8.33,16.67,25.0,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,33.33,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,33.33,25.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,25.0,33.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,33.33,25.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,33.33,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0
0.0,0.0,0.0,5.88,0.0,11.76,0.0,5.88,5.88,11.76,23.53,0.0,5.88,0.0,17.65,5.88,5.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.33,8.33,16.67,16.67,16.67,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,40.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,46.67,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0
7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,23.08,38.46,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,40.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,33.33,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,33.33,26.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.25,0.0,25.0,31.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75,6.25,0.0
6.67,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0
6.67,0.0,0.0,0.0,0.0,0.0,0.0,13.33,33.33,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,26.67,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,40.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33,6.67,0.0,6.67,6.67,0.0,0.0,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,33.33,26.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,33.33,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,40.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,0.0,6.67,0.0,6.67,0.0,0.0,33.33,0.0,0.0,20.0,6.67,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,33.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,6.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,11.11,0.0,0.0,0.0,5.56,38.89,0.0,0.0
3.45,20.69,0.0,3.45,0.0,6.9,0.0,13.79,3.45,0.0,0.0,3.45,6.9,0.0,3.45,13.79,3.45,10.34,3.45,3.45
6.9,20.69,0.0,3.45,6.9,13.79,0.0,3.45,0.0,0.0,0.0,6.9,6.9,0.0,3.45,6.9,17.24,0.0,3.45,0.0
0.0,20.69,0.0,6.9,3.45,10.34,0.0,3.45,3.45,3.45,0.0,6.9,6.9,3.45,3.45,6.9,3.45,6.9,0.0,10.34
6.9,20.69,3.45,3.45,6.9,13.79,0.0,3.45,0.0,0.0,0.0,6.9,6.9,0.0,3.45,3.45,17.24,0.0,3.45,0.0
0.0,21.43,3.57,3.57,3.57,10.71,0.0,10.71,7.14,0.0,3.57,0.0,7.14,0.0,0.0,14.29,0.0,7.14,3.57,3.57
7.14,21.43,0.0,3.57,0.0,7.14,0.0,14.29,7.14,0.0,0.0,3.57,7.14,0.0,0.0,7.14,7.14,7.14,3.57,3.57
9.09,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,27.27,0.0,0.0,9.09,9.09,0.0,9.09,9.09,0.0,0.0,0.0
0.0,0.0,6.25,6.25,0.0,6.25,6.25,6.25,12.5,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,6.25
0.0,0.0,6.25,0.0,0.0,6.25,6.25,6.25,12.5,25.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,12.5,0.0,6.25
9.09,0.0,0.0,0.0,18.18,9.09,0.0,0.0,27.27,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0
9.09,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0
9.09,0.0,0.0,0.0,18.18,0.0,0.0,0.0,36.36,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0
9.09,0.0,0.0,0.0,18.18,0.0,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0
6.67,6.67,10.0,3.33,0.0,3.33,0.0,6.67,13.33,10.0,0.0,6.67,3.33,6.67,10.0,6.67,3.33,3.33,0.0,0.0
6.67,6.67,6.67,3.33,0.0,3.33,0.0,6.67,13.33,10.0,0.0,10.0,3.33,6.67,10.0,6.67,3.33,3.33,0.0,0.0
15.38,0.0,0.0,0.0,7.69,11.54,3.85,7.69,26.92,7.69,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,3.85
11.54,0.0,0.0,0.0,7.69,15.38,3.85,7.69,26.92,7.69,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,3.85
15.38,0.0,0.0,0.0,15.38,7.69,7.69,0.0,7.69,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0
15.38,0.0,0.0,0.0,15.38,7.69,7.69,0.0,7.69,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0
33.33,0.0,0.0,9.09,0.0,12.12,0.0,3.03,18.18,6.06,0.0,0.0,0.0,0.0,0.0,6.06,0.0,9.09,3.03,0.0
10.0,10.0,0.0,0.0,5.0,10.0,0.0,15.0,15.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0
20.0,0.0,0.0,2.86,8.57,8.57,0.0,0.0,22.86,5.71,2.86,2.86,0.0,8.57,0.0,0.0,2.86,11.43,0.0,2.86
4.76,0.0,0.0,0.0,14.29,19.05,14.29,19.05,9.52,9.52,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0
5.88,0.0,5.88,0.0,11.76,0.0,0.0,23.53,29.41,5.88,0.0,11.76,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0
5.88,0.0,0.0,0.0,11.76,0.0,0.0,23.53,35.29,5.88,0.0,11.76,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0
5.88,0.0,5.88,0.0,11.76,0.0,0.0,23.53,23.53,5.88,0.0,11.76,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0
5.88,0.0,0.0,0.0,11.76,0.0,0.0,23.53,29.41,5.88,0.0,11.76,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0
0.0,0.0,0.0,0.0,11.76,0.0,0.0,23.53,29.41,17.65,0.0,5.88,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0
0.0,0.0,0.0,0.0,11.76,0.0,0.0,23.53,29.41,11.76,0.0,11.76,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0
0.0,0.0,6.67,0.0,13.33,20.0,0.0,6.67,6.67,13.33,0.0,0.0,6.67,0.0,0.0,20.0,0.0,0.0,6.67,0.0
5.88,0.0,0.0,0.0,11.76,23.53,0.0,17.65,5.88,17.65,5.88,0.0,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0
5.88,0.0,0.0,0.0,11.76,11.76,0.0,11.76,5.88,17.65,0.0,0.0,5.88,0.0,0.0,23.53,0.0,5.88,0.0,0.0
7.69,0.0,0.0,0.0,0.0,11.54,0.0,11.54,11.54,15.38,0.0,0.0,3.85,7.69,7.69,3.85,7.69,7.69,3.85,0.0
0.0,0.0,0.0,0.0,18.18,0.0,0.0,9.09,36.36,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,36.36,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,27.27,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,5.26,5.26,5.26,5.26,0.0,0.0,0.0,31.58,0.0,21.05,10.53,5.26,5.26,0.0,5.26
0.0,0.0,0.0,0.0,0.0,5.56,0.0,50.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,36.36,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0
6.25,6.25,0.0,6.25,6.25,0.0,0.0,6.25,43.75,18.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,27.27,0.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,18.18,0.0,0.0,9.09,45.45,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.14,0.0,7.14,0.0,0.0,3.57,0.0,0.0,14.29,21.43,0.0,3.57,0.0,0.0,0.0,0.0,3.57,10.71,3.57,0.0
32.14,0.0,0.0,0.0,0.0,3.57,0.0,0.0,21.43,21.43,0.0,3.57,0.0,0.0,0.0,0.0,3.57,10.71,3.57,0.0
32.14,0.0,0.0,0.0,0.0,3.57,0.0,0.0,17.86,21.43,0.0,7.14,0.0,0.0,0.0,0.0,3.57,10.71,3.57,0.0
13.64,0.0,0.0,0.0,9.09,9.09,4.55,0.0,18.18,4.55,0.0,0.0,0.0,0.0,9.09,13.64,0.0,9.09,9.09,0.0
2.5,0.0,0.0,2.5,5.0,20.0,2.5,0.0,7.5,2.5,0.0,2.5,2.5,5.0,22.5,5.0,5.0,0.0,12.5,2.5
0.0,0.0,5.41,8.11,10.81,5.41,0.0,8.11,16.22,10.81,0.0,2.7,2.7,2.7,13.51,5.41,2.7,5.41,0.0,0.0
0.0,7.14,0.0,0.0,14.29,3.57,0.0,17.86,32.14,0.0,0.0,0.0,7.14,3.57,0.0,7.14,0.0,7.14,0.0,0.0
12.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84,0.0,0.0,0.0,21.05,0.0,21.05,0.0,21.05,0.0,0.0,0.0
8.33,0.0,8.33,16.67,8.33,0.0,0.0,0.0,8.33,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0
16.67,0.0,8.33,16.67,8.33,0.0,0.0,0.0,8.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,16.67,0.0
8.33,0.0,8.33,16.67,8.33,0.0,0.0,0.0,8.33,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,16.67,0.0
8.33,0.0,8.33,8.33,8.33,0.0,0.0,0.0,8.33,25.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,16.67,0.0
4.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,28.0,16.0,8.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,8.0,0.0
3.7,0.0,3.7,0.0,3.7,7.41,0.0,14.81,22.22,11.11,3.7,0.0,0.0,0.0,14.81,3.7,7.41,3.7,0.0,0.0
4.35,0.0,0.0,0.0,4.35,8.7,0.0,13.04,21.74,13.04,4.35,0.0,0.0,0.0,17.39,0.0,8.7,4.35,0.0,0.0
3.7,0.0,0.0,0.0,3.7,7.41,0.0,14.81,25.93,11.11,3.7,0.0,0.0,0.0,14.81,3.7,7.41,3.7,0.0,0.0
6.67,13.33,1.67,6.67,0.0,5.0,3.33,6.67,11.67,3.33,3.33,1.67,6.67,1.67,5.0,8.33,6.67,5.0,0.0,3.33
1.69,13.56,1.69,3.39,1.69,5.08,1.69,10.17,11.86,11.86,0.0,3.39,6.78,1.69,6.78,6.78,8.47,0.0,0.0,3.39
17.24,0.0,3.45,0.0,0.0,6.9,0.0,10.34,24.14,13.79,3.45,0.0,3.45,0.0,0.0,6.9,6.9,3.45,0.0,0.0
17.24,0.0,0.0,0.0,0.0,6.9,0.0,10.34,27.59,13.79,3.45,0.0,3.45,0.0,0.0,6.9,6.9,3.45,0.0,0.0
7.41,0.0,0.0,3.7,7.41,11.11,0.0,14.81,14.81,11.11,0.0,0.0,3.7,0.0,3.7,11.11,3.7,7.41,0.0,0.0
10.34,0.0,0.0,3.45,6.9,6.9,0.0,13.79,17.24,10.34,0.0,3.45,3.45,3.45,3.45,10.34,0.0,6.9,0.0,0.0
6.67,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,6.67,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,6.67,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,6.67,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,6.67,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,46.67,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,13.33,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,6.67,13.33,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,6.67,13.33,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,20.0,0.0,0.0
7.69,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,30.77,0.0
0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,15.38,15.38,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,15.38,0.0
