RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
1.0,0.0,1.0,0.0,1.0,1.67,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.67,1.0,0.0,0.0,0.0,0.0
1.4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.4,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.29,1.0,0.0,1.0,1.67,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.14,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.67,1.0,0.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.25,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.5,1.33,0.0,1.0,0.0,0.0,1.67,1.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.67,1.67,1.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.67,0.0,0.0
1.0,1.0,1.0,1.0,1.67,1.5,0.0,1.0,1.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.44,1.25,1.0,0.0,0.0,1.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.33,0.0,1.0,1.0,1.67,1.0,1.0,1.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.33,0.0,1.0,1.0,1.67,1.0,1.0,1.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,1.33,1.0,1.0,1.0,1.67,1.0,1.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1.0,1.4,0.0,1.0,1.0,1.67,1.0,1.0,1.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,1.4,0.0,1.0,1.0,1.67,1.0,1.0,1.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.67,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.67,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.67,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1.67,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.38,1.25,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,1.5,1.0,1.0,1.0,0.0,1.0
1.8,1.33,1.0,1.0,1.0,1.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,1.29,1.0,1.0,1.0,1.0
2.33,1.25,1.0,0.0,0.0,1.44,0.0,1.0,1.29,1.29,1.0,1.25,1.0,1.0,1.0,1.25,1.2,1.0,0.0,1.0
2.33,1.25,1.0,0.0,1.0,1.44,0.0,1.0,1.29,1.25,0.0,1.29,1.0,1.0,1.0,1.0,1.2,1.0,0.0,1.0
2.33,1.25,1.0,0.0,1.0,1.44,0.0,1.0,1.29,1.25,0.0,1.25,1.0,1.0,1.0,1.0,1.2,1.0,0.0,1.0
2.33,1.25,1.0,0.0,1.0,1.44,0.0,1.0,1.29,1.25,0.0,1.25,1.0,1.0,1.0,1.0,1.73,1.0,0.0,1.0
1.67,1.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.29,1.0,1.0,1.33,1.0,1.4,1.0,0.0,1.0
1.71,1.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.29,1.0,1.0,1.4,1.0,1.4,1.0,0.0,1.0
1.71,1.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.29,1.0,1.0,1.33,1.0,1.4,1.0,0.0,1.0
1.38,1.25,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0.0,1.0,1.4,1.0,1.5,1.0,1.0,1.0,0.0,1.0
1.62,1.25,1.67,0.0,0.0,1.22,1.0,1.0,1.29,1.0,0.0,1.29,1.0,1.0,1.0,1.2,1.0,1.0,0.0,1.0
1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.33,0.0,1.0,0.0,1.0
1.53,1.25,1.0,0.0,0.0,1.2,0.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.15,1.0,1.0,0.0,1.0
1.44,1.25,1.0,0.0,0.0,1.2,0.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.15,1.0,1.0,0.0,1.0
1.33,1.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.15,1.0,1.0,0.0,1.0
1.59,1.25,1.0,0.0,0.0,1.2,0.0,1.0,1.0,1.0,0.0,1.0,1.4,1.0,1.0,1.56,1.0,1.0,0.0,1.0
1.15,1.25,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.14,1.0,1.0,0.0,1.0
1.5,1.25,1.0,0.0,1.0,1.31,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.33,1.22,1.22,1.0,0.0,1.0
1.73,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.33,0.0,1.4,1.29,1.0,1.0,1.22,0.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,1.29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.67,1.0,1.0,1.0,1.0
1.71,1.25,1.0,0.0,0.0,1.2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.33,1.15,1.0,1.0,0.0,1.0
1.62,1.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.33,1.12,1.0,1.0,0.0,1.0
1.25,1.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,0.0,1.0
1.38,1.25,1.0,0.0,0.0,1.25,0.0,1.0,1.4,1.0,0.0,1.0,1.0,1.0,1.4,1.18,1.0,1.0,0.0,1.0
1.5,1.25,1.0,0.0,1.0,1.22,1.0,1.0,1.0,1.0,1.0,1.18,1.0,1.67,1.0,1.0,1.29,1.0,0.0,1.0
1.36,1.25,1.0,1.0,0.0,1.2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.4,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.33,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.22,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.0,1.0,1.0,1.0,1.67,1.0,0.0,1.0,0.0,1.0
1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,0.0,1.0
1.0,0.0,0.0,0.0,1.0,1.29,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.67,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.44,1.0,0.0,0.0,1.25,1.0,1.67,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.67,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.15,0.0,0.0,1.57,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,1.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.67,1.0,1.5,1.67,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.4,1.0,1.67,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.4,0.0,1.0,1.0,1.67,0.0,1.0,0.0,1.5,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.33,0.0,1.0,1.0,1.67,0.0,1.0,0.0,1.5,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.33,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.8,0.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0,1.5,0.0,1.0,1.0,1.5,0.0,0.0,2.5,1.0,1.0,1.67,0.0,0.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0,1.5,0.0,0.0,1.0,1.5,0.0,0.0,2.5,1.0,1.0,1.67,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,0.0,1.0,1.0,0.0,0.0,1.5
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,1.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.67,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2.0,0.0,1.0,0.0,1.0,1.4,1.0,1.0,1.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.29,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.33,1.0,0.0,1.0,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.67,1.0,0.0
1.67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.67,1.0,1.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4,1.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.33,1.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,1.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.89,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.29,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.33,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.14,1.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.29,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
